,Temp,Lluvia,Rad_max
15/10/2025 16:00,27.95,0.0,0.0
15/10/2025 16:30,26.83,0.0,0.0
15/10/2025 17:00,25.65,0.0,0.0
15/10/2025 17:30,26.16,0.0,0.0
15/10/2025 18:00,24.85,0.0,0.0
15/10/2025 18:30,24.91,0.0,0.0
15/10/2025 19:00,25.16,0.0,0.0
15/10/2025 19:30,24.53,0.0,0.0
15/10/2025 20:00,25.0,0.0,0.0
15/10/2025 20:30,25.15,0.0,0.0
15/10/2025 21:00,24.64,0.0,0.0
15/10/2025 21:30,23.88,0.0,0.0
15/10/2025 22:00,24.32,0.0,0.0
15/10/2025 22:30,24.07,0.0,0.0
15/10/2025 23:00,23.88,0.0,0.0
15/10/2025 23:30,23.95,0.0,0.0
16/10/2025 00:00,23.83,0.0,0.0
16/10/2025 00:30,24.21,0.0,0.0
16/10/2025 01:00,24.97,0.0,0.0
16/10/2025 01:30,25.06,0.0,0.0
16/10/2025 02:00,25.8,0.0,0.0
16/10/2025 02:30,25.87,0.0,0.0
16/10/2025 03:00,25.61,0.0,0.0
16/10/2025 03:30,25.55,0.0,0.0
16/10/2025 04:00,23.88,0.0,0.0
16/10/2025 04:30,24.16,0.0,0.0
16/10/2025 05:00,24.36,0.0,0.0
16/10/2025 05:30,23.63,0.0,0.0
16/10/2025 06:00,24.55,0.0,0.0
16/10/2025 06:30,24.43,1.34,0.0
16/10/2025 07:00,23.99,0.6,0.0
16/10/2025 07:30,23.39,0.0,0.12
16/10/2025 08:00,24.22,1.25,0.11
16/10/2025 08:30,25.83,0.0,0.35
16/10/2025 09:00,27.08,1.13,0.09
16/10/2025 09:30,27.63,0.1,0.19
16/10/2025 10:00,28.12,0.76,0.06
16/10/2025 10:30,27.05,0.0,0.28
16/10/2025 11:00,28.01,0.1,0.15
16/10/2025 11:30,28.79,0.94,0.07
16/10/2025 12:00,29.07,0.49,0.18
16/10/2025 12:30,28.68,1.24,0.1
16/10/2025 13:00,29.49,0.0,0.1
16/10/2025 13:30,29.06,0.0,0.1
16/10/2025 14:00,28.98,0.0,0.08
16/10/2025 14:30,28.9,0.0,0.07
16/10/2025 15:00,27.95,0.0,0.03
16/10/2025 15:30,28.23,0.0,0.02
16/10/2025 16:00,27.36,0.0,0.0
16/10/2025 16:30,26.66,0.0,0.0
16/10/2025 17:00,25.91,0.0,0.0
16/10/2025 17:30,26.01,0.0,0.0
16/10/2025 18:00,25.23,0.0,0.0
16/10/2025 18:30,25.17,0.0,0.0
16/10/2025 19:00,24.8,0.0,0.0
16/10/2025 19:30,24.89,0.0,0.0
16/10/2025 20:00,25.04,0.0,0.0
16/10/2025 20:30,25.05,0.0,0.0
16/10/2025 21:00,23.93,0.0,0.0
16/10/2025 21:30,24.13,0.0,0.0
16/10/2025 22:00,23.88,0.0,0.0
16/10/2025 22:30,23.9,0.0,0.0
16/10/2025 23:00,24.06,0.0,0.0
16/10/2025 23:30,23.88,0.0,0.0
17/10/2025 00:00,25.15,0.0,0.0
17/10/2025 00:30,24.35,0.0,0.0
17/10/2025 01:00,25.23,0.0,0.0
17/10/2025 01:30,24.75,0.0,0.0
17/10/2025 02:00,25.26,0.0,0.0
17/10/2025 02:30,25.86,0.0,0.0
17/10/2025 03:00,26.23,0.0,0.0
17/10/2025 03:30,24.31,0.0,0.0
17/10/2025 04:00,24.3,0.0,0.0
17/10/2025 04:30,23.86,0.0,0.0
17/10/2025 05:00,23.32,0.0,0.0
17/10/2025 05:30,23.58,0.0,0.0
17/10/2025 06:00,23.59,0.0,0.0
17/10/2025 06:30,24.04,1.22,0.0
17/10/2025 07:00,23.27,0.0,0.0
17/10/2025 07:30,23.85,1.9,0.04
17/10/2025 08:00,23.92,0.0,0.26
17/10/2025 08:30,25.5,1.05,0.19
17/10/2025 09:00,26.59,0.0,0.44
17/10/2025 09:30,27.64,1.28,0.15
17/10/2025 10:00,28.04,0.0,0.26
17/10/2025 10:30,27.95,0.68,0.1
17/10/2025 11:00,28.14,0.0,0.33
17/10/2025 11:30,28.96,0.0,0.28
17/10/2025 12:00,29.01,0.0,0.57
17/10/2025 12:30,28.91,0.0,0.24
17/10/2025 13:00,27.78,0.0,0.09
17/10/2025 13:30,28.45,0.0,0.1
17/10/2025 14:00,29.54,0.0,0.1
17/10/2025 14:30,29.09,0.0,0.05
17/10/2025 15:00,28.39,0.0,0.03
17/10/2025 15:30,28.41,0.0,0.02
17/10/2025 16:00,27.39,0.0,0.0
17/10/2025 16:30,26.84,0.0,0.0
17/10/2025 17:00,25.6,0.0,0.0
17/10/2025 17:30,25.83,0.0,0.0
17/10/2025 18:00,24.01,0.0,0.0
17/10/2025 18:30,24.88,0.0,0.0
17/10/2025 19:00,24.81,0.0,0.0
17/10/2025 19:30,24.42,0.0,0.0
17/10/2025 20:00,24.43,0.0,0.0
17/10/2025 20:30,24.49,0.0,0.0
17/10/2025 21:00,25.25,0.0,0.0
17/10/2025 21:30,23.66,0.0,0.0
17/10/2025 22:00,24.34,0.0,0.0
17/10/2025 22:30,24.55,0.0,0.0
17/10/2025 23:00,24.51,0.0,0.0
17/10/2025 23:30,24.65,0.0,0.0
18/10/2025 00:00,23.33,0.0,0.0
18/10/2025 00:30,24.0,0.0,0.0
18/10/2025 01:00,24.17,0.0,0.0
18/10/2025 01:30,25.47,0.0,0.0
18/10/2025 02:00,25.32,0.0,0.0
18/10/2025 02:30,25.36,0.0,0.0
18/10/2025 03:00,25.18,0.0,0.0
18/10/2025 03:30,24.28,0.0,0.0
18/10/2025 04:00,24.27,0.0,0.0
18/10/2025 04:30,23.58,0.0,0.0
18/10/2025 05:00,24.06,0.0,0.0
18/10/2025 05:30,23.52,0.0,0.0
18/10/2025 06:00,23.92,0.0,0.0
18/10/2025 06:30,23.99,0.73,0.0
18/10/2025 07:00,23.64,0.95,0.0
18/10/2025 07:30,24.1,0.0,0.13
18/10/2025 08:00,22.87,0.75,0.05
18/10/2025 08:30,25.36,0.54,0.17
18/10/2025 09:00,26.84,1.54,0.14
18/10/2025 09:30,26.98,1.24,0.23
18/10/2025 10:00,27.99,0.63,0.15
18/10/2025 10:30,27.73,0.0,0.33
18/10/2025 11:00,27.55,0.0,0.32
18/10/2025 11:30,28.15,0.0,0.3
18/10/2025 12:00,29.92,0.0,0.58
18/10/2025 12:30,28.46,0.0,0.27
18/10/2025 13:00,28.96,0.0,0.1
18/10/2025 13:30,28.75,0.0,0.1
18/10/2025 14:00,28.18,0.0,0.1
18/10/2025 14:30,28.53,0.0,0.07
18/10/2025 15:00,28.44,0.0,0.04
18/10/2025 15:30,27.76,0.0,0.02
18/10/2025 16:00,27.48,0.0,0.0
18/10/2025 16:30,26.28,0.0,0.0
18/10/2025 17:00,26.06,0.0,0.0
18/10/2025 17:30,25.21,0.0,0.0
18/10/2025 18:00,24.72,0.0,0.0
18/10/2025 18:30,25.45,0.0,0.0
18/10/2025 19:00,25.09,0.0,0.0
18/10/2025 19:30,24.67,0.0,0.0
18/10/2025 20:00,23.9,0.0,0.0
18/10/2025 20:30,24.67,0.0,0.0
18/10/2025 21:00,24.94,0.0,0.0
18/10/2025 21:30,24.08,0.0,0.0
18/10/2025 22:00,24.85,0.0,0.0
18/10/2025 22:30,24.38,0.0,0.0
18/10/2025 23:00,24.41,0.0,0.0
18/10/2025 23:30,23.98,0.0,0.0
19/10/2025 00:00,23.7,0.0,0.0
19/10/2025 00:30,24.01,0.0,0.0
19/10/2025 01:00,24.98,0.0,0.0
19/10/2025 01:30,25.21,0.0,0.0
19/10/2025 02:00,24.24,0.0,0.0
19/10/2025 02:30,25.84,0.0,0.0
19/10/2025 03:00,25.45,0.0,0.0
19/10/2025 03:30,24.31,0.0,0.0
19/10/2025 04:00,23.83,0.0,0.0
19/10/2025 04:30,24.69,0.0,0.0
19/10/2025 05:00,24.05,0.0,0.0
19/10/2025 05:30,23.85,0.0,0.0
19/10/2025 06:00,25.06,0.0,0.0
19/10/2025 06:30,24.01,1.65,0.0
19/10/2025 07:00,24.65,0.0,0.0
19/10/2025 07:30,24.41,0.87,0.05
19/10/2025 08:00,24.15,1.32,0.07
19/10/2025 08:30,25.04,0.0,0.34
19/10/2025 09:00,26.27,0.88,0.17
19/10/2025 09:30,27.37,0.0,0.35
19/10/2025 10:00,28.12,0.0,0.36
19/10/2025 10:30,27.29,1.21,0.09
19/10/2025 11:00,27.24,1.82,0.11
19/10/2025 11:30,28.22,0.0,0.32
19/10/2025 12:00,29.1,0.0,0.49
19/10/2025 12:30,29.42,0.0,0.34
19/10/2025 13:00,28.33,0.0,0.1
19/10/2025 13:30,29.17,0.0,0.09
19/10/2025 14:00,29.68,0.0,0.08
19/10/2025 14:30,28.52,0.0,0.06
19/10/2025 15:00,28.47,0.0,0.04
19/10/2025 15:30,28.05,0.0,0.02
19/10/2025 16:00,28.23,0.0,0.0
19/10/2025 16:30,27.19,0.0,0.0
19/10/2025 17:00,26.7,0.0,0.0
19/10/2025 17:30,25.64,0.0,0.0
19/10/2025 18:00,25.06,0.0,0.0
19/10/2025 18:30,24.75,0.0,0.0
19/10/2025 19:00,24.89,0.0,0.0
19/10/2025 19:30,24.7,0.0,0.0
19/10/2025 20:00,24.79,0.0,0.0
19/10/2025 20:30,24.41,0.0,0.0
19/10/2025 21:00,25.02,0.0,0.0
19/10/2025 21:30,24.73,0.0,0.0
19/10/2025 22:00,24.5,0.0,0.0
19/10/2025 22:30,23.76,0.0,0.0
19/10/2025 23:00,23.47,0.0,0.0
19/10/2025 23:30,24.31,0.0,0.0
20/10/2025 00:00,23.9,0.0,0.0
20/10/2025 00:30,24.22,0.0,0.0
20/10/2025 01:00,24.87,0.0,0.0
20/10/2025 01:30,25.02,0.0,0.0
20/10/2025 02:00,25.68,0.0,0.0
20/10/2025 02:30,25.25,0.0,0.0
20/10/2025 03:00,25.72,0.0,0.0
20/10/2025 03:30,24.63,0.0,0.0
20/10/2025 04:00,23.96,0.0,0.0
20/10/2025 04:30,23.92,0.0,0.0
20/10/2025 05:00,24.04,0.0,0.0
20/10/2025 05:30,24.37,0.0,0.0
20/10/2025 06:00,24.41,0.0,0.0
20/10/2025 06:30,23.95,1.16,0.0
20/10/2025 07:00,24.65,0.8,0.0
20/10/2025 07:30,23.59,0.1,0.08
20/10/2025 08:00,23.84,1.05,0.11
20/10/2025 08:30,25.18,1.06,0.16
20/10/2025 09:00,26.66,0.0,0.41
20/10/2025 09:30,27.96,1.17,0.11
20/10/2025 10:00,27.21,0.0,0.28
20/10/2025 10:30,27.82,0.96,0.19
20/10/2025 11:00,28.25,0.0,0.36
20/10/2025 11:30,27.92,0.0,0.26
20/10/2025 12:00,29.08,0.0,0.6
20/10/2025 12:30,28.85,0.0,0.24
20/10/2025 13:00,28.36,0.0,0.07
20/10/2025 13:30,28.91,0.0,0.1
20/10/2025 14:00,29.62,0.0,0.1
20/10/2025 14:30,28.85,0.0,0.06
20/10/2025 15:00,28.61,0.0,0.04
20/10/2025 15:30,27.52,0.0,0.02
20/10/2025 16:00,28.06,0.0,0.0
20/10/2025 16:30,27.66,0.0,0.0
20/10/2025 17:00,25.99,0.0,0.0
20/10/2025 17:30,25.26,0.0,0.0
20/10/2025 18:00,25.08,0.0,0.0
20/10/2025 18:30,25.08,0.0,0.0
20/10/2025 19:00,25.39,0.0,0.0
20/10/2025 19:30,25.39,0.0,0.0
20/10/2025 20:00,24.27,0.0,0.0
20/10/2025 20:30,25.18,0.0,0.0
20/10/2025 21:00,25.4,0.0,0.0
20/10/2025 21:30,25.48,0.0,0.0
20/10/2025 22:00,25.18,0.0,0.0
20/10/2025 22:30,24.04,0.0,0.0
20/10/2025 23:00,24.36,0.0,0.0
20/10/2025 23:30,25.24,0.0,0.0
21/10/2025 00:00,24.49,0.0,0.0
21/10/2025 00:30,24.38,0.0,0.0
21/10/2025 01:00,25.3,0.0,0.0
21/10/2025 01:30,26.03,0.0,0.0
21/10/2025 02:00,25.34,0.0,0.0
21/10/2025 02:30,25.56,0.0,0.0
21/10/2025 03:00,26.16,0.0,0.0
21/10/2025 03:30,24.66,0.0,0.0
21/10/2025 04:00,25.07,0.0,0.0
21/10/2025 04:30,24.59,0.0,0.0
21/10/2025 05:00,23.77,0.0,0.0
21/10/2025 05:30,24.3,0.0,0.0
21/10/2025 06:00,24.16,0.0,0.0
21/10/2025 06:30,23.94,0.96,0.0
21/10/2025 07:00,24.99,0.92,0.0
21/10/2025 07:30,23.78,0.9,0.02
21/10/2025 08:00,23.55,0.28,0.15
21/10/2025 08:30,24.9,0.0,0.37
21/10/2025 09:00,27.84,1.57,0.1
21/10/2025 09:30,27.38,0.9,0.08
21/10/2025 10:00,27.67,0.0,0.37
21/10/2025 10:30,28.13,0.0,0.3
21/10/2025 11:00,27.34,0.87,0.07
21/10/2025 11:30,28.5,0.44,0.17
21/10/2025 12:00,29.71,0.0,0.57
21/10/2025 12:30,29.06,0.0,0.25
21/10/2025 13:00,29.0,0.0,0.1
21/10/2025 13:30,28.12,0.0,0.08
21/10/2025 14:00,29.56,0.0,0.1
21/10/2025 14:30,29.02,0.0,0.07
21/10/2025 15:00,29.8,0.0,0.04
21/10/2025 15:30,27.84,0.0,0.02
21/10/2025 16:00,27.7,0.0,0.0
21/10/2025 16:30,27.15,0.0,0.0
21/10/2025 17:00,25.9,0.0,0.0
21/10/2025 17:30,25.88,0.0,0.0
21/10/2025 18:00,25.48,0.0,0.0
21/10/2025 18:30,25.19,0.0,0.0
21/10/2025 19:00,25.79,0.0,0.0
21/10/2025 19:30,25.29,0.0,0.0
21/10/2025 20:00,24.8,0.0,0.0
21/10/2025 20:30,25.32,0.0,0.0
21/10/2025 21:00,24.04,0.0,0.0
21/10/2025 21:30,24.68,0.0,0.0
21/10/2025 22:00,26.03,0.0,0.0
21/10/2025 22:30,24.6,0.0,0.0
21/10/2025 23:00,24.47,0.0,0.0
21/10/2025 23:30,24.09,0.0,0.0
22/10/2025 00:00,23.59,0.0,0.0
22/10/2025 00:30,25.35,0.0,0.0
22/10/2025 01:00,24.99,0.0,0.0
22/10/2025 01:30,25.05,0.0,0.0
22/10/2025 02:00,26.08,0.0,0.0
22/10/2025 02:30,26.37,0.0,0.0
22/10/2025 03:00,25.65,0.0,0.0
22/10/2025 03:30,24.84,0.0,0.0
22/10/2025 04:00,24.37,0.0,0.0
22/10/2025 04:30,24.07,0.0,0.0
22/10/2025 05:00,24.0,0.0,0.0
22/10/2025 05:30,24.49,0.0,0.0
22/10/2025 06:00,24.62,0.0,0.0
22/10/2025 06:30,23.29,0.1,0.0
22/10/2025 07:00,23.44,1.52,0.0
22/10/2025 07:30,23.38,0.1,0.06
22/10/2025 08:00,23.46,0.1,0.13
22/10/2025 08:30,25.66,0.0,0.36
22/10/2025 09:00,26.79,1.46,0.17
22/10/2025 09:30,26.75,0.0,0.31
22/10/2025 10:00,27.53,0.0,0.36
22/10/2025 10:30,27.93,1.01,0.18
22/10/2025 11:00,27.57,1.09,0.19
